Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Training Stress Score®,Grit,Flow,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2021-07-14 13:29:38,false,"Tannberg","8.79","--","00:56:31","--","--","--","--","--","6:26","2:22","212","212","0.00","0.0","0.0","0.0","0.0","0.0","56:31","0:00","0.0","0:00","No","56:30.100","1","0.0","00:55:43","00:56:31","549","761"
